customer_tweet_id,customer_text,agent_tweet_id,agent_text,created_at,weak_intent
847177,"@115888 For some reason, I can’t play Winnerbäck at all. Everything else works.",847176,@321347 Hey Robbie! Help's here. Can you let us know what's happening exactly? Are you getting any error messages? We'll see what we can suggest,Thu Oct 19 14:49:03 +0000 2017,general_chitchat_ack
2038576,@116130 someone that's not me appears to be using my account. Can I re set my password. No because your website is rubbish!,2038575,"@602765 Hey, that doesn't sound good! Could you send us a DM with your account's username or email address? We'll take a look backstage 🔍 /DB",Thu Oct 05 07:27:43 +0000 2017,login_account_access
2311298,"@SpotifyCares i have spotify premium on my account and i want to cancel my premium but i forgot my password and do not have access to my email to change my password so, is there a way i can still cancel ?",2311297,@670315 Hey! Help's here. We've just sent a DM your way. Let's carry on chatting there,Mon Nov 13 05:15:42 +0000 2017,login_account_access
2476376,@115888 I really wish you made it easier in the mobile app to SEE my queue of songs. It's annoying not to be able to quickly and easily find this to rearrange the order of songs.,2476375,"@657990 Hey! We'll be sure to pass your feedback on. For now, check out  for more info on the Play Queue",Wed Nov 15 14:00:38 +0000 2017,feature_request_feedback
2547376,"If you could filter an artist catalogue on Spotify so that their actual albums appeared first it would make finding their song/albums easier. Then after that, if the best of's etc were shown or in another section it would be grand. too much clutter @5795",2547375,"@723963 Hey Patrick! Thanks for the feedback. Don't worry, we'll make sure it's passed on to the relevant folks",Thu Nov 16 14:31:16 +0000 2017,general_chitchat_ack
2965856,@SpotifyCares iPhone X. iOS 11.2. Latest Spotify version,2965858,@818245 Got it. We'd suggest closing the app and reopening it. Does that help?,Wed Nov 29 23:00:48 +0000 2017,device_platform_support
172481,@SpotifyCares Unfortunately that didn’t fix the issue,172482,@156307 Can you try the steps here for us:  Keep us posted,Fri Nov 24 22:56:31 +0000 2017,general_chitchat_ack
1454700,@115888 you are the god damn WOAT where are all my fuckin songs,1454698,@457633 Sorry to hear that you feel that way. Can you DM us more details about this? /MU,Thu Nov 02 15:04:58 +0000 2017,content_missing_restricted
1950865,"@SpotifyCares After the last update in my Android phone the app doesn't work anymore, have tried to uninstall &amp;install again Any suggestion?",1950864,"@579405 Hey Paula, help's here! Could you let us know what's happening exactly? We'd love to help",Wed Oct 18 16:42:06 +0000 2017,feature_request_feedback
2948916,#spotiamb is completely fucking up my Spotify and it is extremely irritating.  Hey @117168 can you patch this hack already? Come on.,2948915,"@814423 Hi Kelly, help's here! Can you DM us your account's email address? We'll take a look backstage /DV",Wed Nov 29 16:53:34 +0000 2017,login_account_access
1970698,"@SpotifyCares IPhone 6s, ios 11.02, version 8.4.15",1970702,"@583753 2: which is delivered to us by distributors. You'll then see featured artist name's appear next to song titles, with clickable links. For...",Wed Nov 01 02:00:54 +0000 2017,device_platform_support
2551364,@115888  hello,2551363,@724807 Hey there! Can you let us know how we can help? We'll be right here waiting 🙂,Sat Nov 25 22:58:53 +0000 2017,general_chitchat_ack
585111,.@SpotifyCares Do we need to be signed up for Spotify promotional emails to get the Year in Review like last year? Or did that change?,585110,@258105 Hi Bethany! We currently don't have any info to share about this. Give us a shout if you have any other questions,Sun Dec 03 14:47:43 +0000 2017,general_chitchat_ack
561003,"@115888 hey, you have East 17 album “Up All Night” all messed up - songs names are incorrect. Fix it.",561001,@251274 Hi Mikhail! Can you send us the Album Link? Just tap the three dots &gt; Share &gt; Copy Link. We'll check it out,Sat Dec 02 22:28:22 +0000 2017,general_chitchat_ack
2364779,Hey @SpotifyCares did a recent iOS update remove search from the app?,2364777,@682725 Hey! You should still be able to use Search on the most recent version of iOS. Could you let us know what's happening exactly?,Mon Nov 13 22:33:08 +0000 2017,device_platform_support
2321307,Okay but who was in charge of remastering The Beatles on Spotify bc you can’t even hear vocals on half of the songs @115888,2321306,"@672686 Hey Kate! We don't have specific info on that. What device, operating system, and Spotify version are you using? We'll check backstage",Mon Nov 13 14:04:09 +0000 2017,billing_payment_subscription
761988,@SpotifyCares the app won't let me share links to songs? The app just crashes when I use the share option,761986,"@302060 Hey Dojo, help's here! Can you let us know your device, operating system, and Spotify version? We'll check under the hood",Wed Oct 11 20:38:46 +0000 2017,playback_streaming_issue
113817,@SpotifyCares I mean so places of the songs changes. Do you understand?,113819,"@141280 Hmm. To make sure we're on the same page, do you want to sort your songs in a specific order?",Fri Nov 24 21:53:11 +0000 2017,general_chitchat_ack
784240,I don’t like how spaced out “cancel” is in the Spotify app @115888 please fix thanks love you,784239,"@307169 Hey Sam! Thanks for the feedback - we'll pass it on. If there's anything else, just let us know",Sat Oct 07 22:27:48 +0000 2017,billing_payment_subscription
1962224,@SpotifyCares Windows 10 and whatever the last version released was. I can't tell what that was because I've removed the app until this is fixed.,1962225,@581872 We'd like to look more into this. Can you DM us your username or email address? We'll see if we can get any clues on your account /AP,Fri Nov 03 02:46:22 +0000 2017,content_missing_restricted
1244054,"@SpotifyCares I’m using the iOS app, version 8.4.22",1244053,"@411865 Thanks! Just to check, have you tried logging out then back in? Does restarting your device by holding Home + Lock for 10 seconds help?",Mon Oct 16 22:32:16 +0000 2017,device_platform_support
77685,"@SpotifyCares Trying to log into Spotify app via Facebook app on iPhone 6s, but get Facebook message ""Login Error: There is an error logging you into this application. Please try again later.""",77684,"@133314 Hey Daniel, the cavalry's here! Can you DM us your account's email address? We'll take a look under the hood /LS",Thu Nov 30 12:26:07 +0000 2017,login_account_access
1970803,@115888 I can’t listen to my music offline when your app repeatedly deletes my music and makes me redownload it twice a week,1970802,@583775 2: at  They should help with this,Wed Oct 18 17:33:15 +0000 2017,downloads_offline_issue
2883052,"@SpotifyCares just accepted a family premium invitation, I already had premium beforehand does this automatically cancel so we won’t be billed twice?",2883051,@233251 Hi there! Could you DM us your account's username or email address? We'll take a look backstage /JO,Tue Nov 28 10:24:49 +0000 2017,family_plan_management
1517969,@SpotifyCares @115888 Unable to pause or rightclick + report. Only to mute whole PC and wait. Super annoying!!,1517968,"@472175 Hi! Can you let us know the make &amp; model of your PC? Also, is this happening across all your devices? We'll see what we can suggest",Sat Oct 28 17:30:11 +0000 2017,playback_streaming_issue
1796736,"@SpotifyCares Hey Spotify, how comes I can't add someone to my @115888 Family? It just shows a red message that one can't join the family🤔",1796734,"@539874 Hey Colin, help's here! Can you DM us the email address of the family member you are trying to add? We'll take a look backstage /MQ",Fri Oct 13 20:01:30 +0000 2017,family_plan_management
2470250,"I have bought Spotify Premium for unavailable track, huh? @SpotifyCares",2470249,"@290077 Hey! Fingers crossed we'll be able to have it to you soon, but there's info about Spotify content here:",Wed Nov 15 10:45:39 +0000 2017,billing_payment_subscription
1688954,@115888 can you stop putting Chris Brown on my release radar literally every week? I️ never listen to him and he’s trash,1688953,@512823 2: Keep on listening to your favorite tunes and hopefully next week will be better,Mon Nov 06 19:02:49 +0000 2017,general_chitchat_ack
131818,"@SpotifyCares I'll lose the downloaded data if I do that way :') I'll try it later, thanks! :)",131820,"@145723 Hmm. You shouldn't lose your offline music when you restart. Don't worry, you can get back to us anytime 🙂",Fri Nov 24 08:35:29 +0000 2017,downloads_offline_issue
824860,@SpotifyCares I am having an issue with my desktop computer. Nothing seems to load.,824859,"@316452 Just to check, are you experiencing the same issue on a different device? In the meantime, does restarting your desktop help at all?",Sun Oct 08 06:36:30 +0000 2017,general_chitchat_ack
771045,hey @115888 - your app doesn’t work in the new ios update. 🤷🏻‍♀️,771043,"@304150 Hey Madison, we're here to help! Could you give us some more info about what's going on? We'll see what we can suggest 🙂",Wed Oct 11 23:52:42 +0000 2017,device_platform_support
1961252,@SpotifyCares Hey suddenly unable to download my music but my sub is paid until the 8th. Need some help figuring what is up :),1961251,"@581654 Hey, that doesn't sound good! Can you DM us your account's username and email address? We'll take a look under the hood /MS",Mon Oct 30 22:56:43 +0000 2017,downloads_offline_issue
1698950,@SpotifyCares specifically does this affect the NAD D7050 amplifier?,1698947,"@515263 Great question! Since the NAD D7050 uses Spotify Connect, it should be unaffected by the depreciation. Hope this helps",Mon Nov 06 23:49:26 +0000 2017,general_chitchat_ack
1804198,@115888 I'm trying to reset my password and I'm always getting this error message.  Help!!,1804197,"@542088 Hey there, help's here! Can you DM us your account's email address and username? We'll take a look backstage /MQ",Fri Oct 13 17:11:12 +0000 2017,login_account_access
656525,"hey @115888, I'm trying to signup for the 3 month $9.99 deal, but it keeps redirecting me back to the payment selection screen, any issues going on?",656524,@276211 Hey there! Can you DM us your account's email address? We'll take a look backstage /RB,Wed Nov 22 22:34:49 +0000 2017,billing_payment_subscription
2309234,Hello @115888 why is Florence’s Over The Love not on spotify???,2309233,@669782 Hey! It all boils down to licensing agreements. We have some info about missing content here:,Mon Nov 13 03:00:40 +0000 2017,content_missing_restricted
1323038,Why doesn’t @115888 have an alarm feature where I can wake up to my favorite playlist/song?,1323037,@428758 Hey Nathan. A sleep timer is a great idea! Help make it happen by adding support here:  /K,Fri Oct 27 10:03:34 +0000 2017,feature_request_feedback
929992,Hi @115888 for some reason my account wont play Kesha tracks. Ive tried downloading it and it still doesnt work?,929991,"@340652 Hey there! Can you let us know the device/OS you’re using? Also, are you receiving any error messages? Keep us posted",Fri Oct 13 22:18:08 +0000 2017,downloads_offline_issue
1380906,@SpotifyCares It’s an iPhone 7 running the latest versions of both iOS 11 and Spotify. Songs won’t shuffle at all when connected to Bluetooth in my Mazda CX-5.,1380904,@441430 Got it. Can you try to see if logging out &gt; restarting your phone &gt; logging back in to your account makes a difference?,Mon Nov 13 19:32:19 +0000 2017,device_platform_support
142990,6 ads in a row... seriously? @115888,142989,"@148282 Hi there! We appreciate your feedback on this. For now, check out  if you haven't had a subscription before. Feel free to tweet us if there's anything else",Fri Nov 24 13:06:50 +0000 2017,feature_request_feedback
1865436,@115888 an all too common site in the app on iMac. Playlists taking ages to load or in this case not loading at all,1865435,@557318 Hey Darren! Can you try the steps here for us:  They should help with this. Keep us posted,Wed Oct 18 08:24:04 +0000 2017,playback_streaming_issue
1230152,@117153 @SpotifyCares it logged me out of the app and won't let me log in?,2481890,@709126 Hey Jaycee! Do you get an error message when trying to log in? Can you let us know the device/OS you’re using?,Sun Oct 29 22:48:39 +0000 2017,login_account_access
1371861,Hey @115888 get your shit together I'm missing out on episode 1 of @439305 over here,1371860,@439304 Hey! We’re working hard with rights holders to get more of the best content on the service. Stay tuned,Mon Oct 16 15:05:59 +0000 2017,content_missing_restricted
189869,@115888 i'm having this error pop up every time plsss helppp,914672,@337208 Hey! Can you DM us your account's email address? We'll see what we can suggest /CB,Tue Oct 10 17:08:46 +0000 2017,playback_streaming_issue
1909898,"@SpotifyCares trying to buy premium, but it's saying my zip is wrong on my card? Nothing wrong with it..help!",1909897,@568958 Hi Monique! Are you getting any specific error messages? Can you also DM us your account's email address? We'll check backstage /NJ,Tue Oct 24 20:55:52 +0000 2017,billing_payment_subscription
2179639,"Last couple of days I've not been able to play any songs from Michael Jackson or Mastodon, from either macOS or iOS apps, @SpotifyCares. :(",2179636,"@638760 Hey! What devices, operating systems, and Spotify versions are you using? Also, are you getting an error message?",Thu Oct 19 12:38:41 +0000 2017,device_platform_support
2412656,@115888 why don't you allow multi profiles for your streaming service? Other less notable and more expensive music streaming apps allow this... Why don't you?,2412655,@693586 2: This lets you get up to 6 Premium accounts at a discounted rate. We hope that helps,Tue Nov 14 17:11:06 +0000 2017,feature_request_feedback
2317637,@115888 okay fine. You crossed a line. No Songbook by Chris Cornell? Why do you hate Canada. Jerks.,2317636,"@671930 Hi. Sometimes agreements are ongoing, or can't be reached with the content provider  There's more info here:",Mon Nov 13 09:05:05 +0000 2017,general_chitchat_ack
2509475,@SpotifyCares Followed all the steps but alas,2509476,"@715367 Could you log in to our test account with the username ""cs_test_4"" and password ""zavuP6u2reha""? Let us know if you're getting the same thing",Wed Nov 22 01:08:31 +0000 2017,general_chitchat_ack
2917885,"@SpotifyCares Getting a ""504 Gateway Time-out"" for 10 mins now. And @117153 doesn't show any issues?",2917884,"@807648 Hey, thanks for the report! We had a little hiccup earlier, but everything should be running just fine now",Wed Nov 29 00:15:43 +0000 2017,general_chitchat_ack
1783957,spotify on my laptop is stuck on an ad so i cant use it rip,1783956,"@419332 Hey there! Can you let us know your device, operating system, and Spotify version? We'll see what we can suggest",Sun Oct 29 04:13:12 +0000 2017,playback_streaming_issue
2565911,@115888 is sneakily trying to get all their customers off Spotify-through-Apple subscriptions by offering Family at just 3 dollars more per month than Premium... but you can’t just upgrade from Premium to Family. Have to cancel account first.,2565910,@558869 Hey Bryan! Can you DM us your account's email address? We'll see what we can do to help /CX,Thu Nov 16 18:54:37 +0000 2017,family_plan_management
1813186,Why aren't the @30379 family of podcasts on @115888 podcast listings? @SpotifyCares,1813185,"@544713 Hey John! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here:",Sun Oct 15 10:34:30 +0000 2017,family_plan_management
356969,please please please please get rid of the 3k offline download limit my plants are dying @115888 @SpotifyCares,356968,"@200758 Hi Claudia, we hear you! We’d love to see your vote, and hear your feedback on this idea:",Sun Oct 08 15:03:42 +0000 2017,downloads_offline_issue
2824,"@115888 Hi i have existing subscription, can I change it to this promo? Thanks",679999,@282250 Hey Joan! Can you DM us your account's email address? We'll check backstage /GK,Thu Nov 23 08:05:14 +0000 2017,billing_payment_subscription
1421482,@SpotifyCares And I love the feature on my other devices! Which is why I want it on more! :P thanks again!,1421483,"@123421 You're welcome! For anything else, just give us a shout.  🙂",Thu Nov 02 12:51:46 +0000 2017,feature_request_feedback
2835012,@SpotifyCares Should be the US,2835014,@789140 Got it! Could you DM us your account's username and email address? We'll take a look backstage /DF,Mon Nov 27 21:51:36 +0000 2017,general_chitchat_ack
2283763,@SpotifyCares I request the discount for students 2 weeks ago and my request was not accepted yet. What is wrong? Need help!!,2283762,@663678 Hey Nicole! The cavalry's here. Could you DM us your account's email address? We'll take a look backstage /AU,Sat Nov 11 14:11:01 +0000 2017,billing_payment_subscription
2934751,@115888 can i have no ads please 😘,2934750,"@811446 Hey there! Thanks for your feedback - we'll pass it onto the right folks. For now, check out  if you haven't had a subscription before",Wed Nov 29 10:18:16 +0000 2017,feature_request_feedback
2458486,@117153 Hey my Spotify just started doing that thing where it skips thru songs like a scratched CD.. is the iOS update the culprit?,2458484,"@704114 Hey, that doesn't sound right. Can you let us know the iOS and Spotify versions you're using? We'll see what we can suggest",Wed Nov 15 06:11:48 +0000 2017,playback_streaming_issue
818309,@SpotifyCares This seems to have gotten it to work.However I am slightly disappointed in the feature disparity. groove' superior presentation,818311,"@314912 We're glad it's working now. Don't worry, we'll make sure to pass your feedback on to the team. Thanks for sharing your thoughts!",Fri Oct 13 00:55:56 +0000 2017,feature_request_feedback
961759,".@115888 #wishlist: link 2 song lyrics

Bonus: Option to print entire album of lyrics, chords etc

#Spotify #suggestion #bells #whistles",961758,@348220 Hey! We can see how that’d be handy. Thanks for taking the time to reach out – your feedback's been noted 📝,Sun Oct 22 03:10:56 +0000 2017,feature_request_feedback
2653108,@115888 wtf? I've had a premium account for over a year in this country?,2653107,@748215 Hi! We've just replied to your DM. Let's continue chatting there,Sun Nov 19 05:40:07 +0000 2017,billing_payment_subscription
1145865,@SpotifyCares This!,1145866,@294602 Got it. Could you send us a DM with your account's username or email address? We'll take a look under the hood 🔍 /DB,Sun Oct 15 22:20:22 +0000 2017,general_chitchat_ack
1711762,"@SpotifyCares iOS 11.1, v 8.4.25.906, macOS 10.13 v 1.0.66.478.g1296534d",1711761,"@518506 Thanks for the info. Does logging out then back in help? If it doesn't, could you try restarting the device? Let us know how it goes",Mon Nov 06 04:06:37 +0000 2017,device_platform_support
2877421,@SpotifyCares @115888 Tried it on my work computer (mac with same settings) with fresh install/cache folder deleted and the test account also does not work with keyboard hot keys. Spacebar will pause and start when spotify window is focused but nothing else works.,2877422,@152980 No worries. We have some info we'd like to share with you via DM. Let's carry on chatting there /DV,Tue Nov 28 20:42:40 +0000 2017,device_platform_support
2898333,@SpotifyCares three times in the last two months I've had to redownload my library. Twice in a week and a half. I just used the app yesterday to play music and today it starts downloading 1600+ songs without prompt. None of your troubleshooting works.,2898332,"@377393 Hey there, help's here! Can you DM us your account's email address and username? We'll take a look backstage /AQ",Tue Nov 28 17:11:06 +0000 2017,downloads_offline_issue
2078390,Are there any ways to track down a #hacker who has logged in to my @115888 account? (And yes I had a strong password Im not that stupid),2078389,"@614705 Hey Fredrik, we're here to help. Could you DM us your accounts email address and username? We'll check backstage for you /BX",Mon Oct 09 16:21:47 +0000 2017,login_account_access
2449853,@116380 HI! I can’t listen to this yet. Can you please fix ASAP. From one crazy Björk fan. Xx 🏳️‍🌈 #BlissingMe,2449852,@702140 Hey James! Licensing agreements can affect music availability. We have more info here:,Wed Nov 15 02:49:00 +0000 2017,feature_request_feedback
2150452,"@SpotifyCares well that's pretty lame considering I just imported my #groove library last week, and now I cant add anything...",2150453,"@314912 We hear you 🎧 Rest assured, your feedback will be passed on to the right folks. We're just a tweet away if you need anything else",Thu Nov 09 15:02:43 +0000 2017,general_chitchat_ack
765657,"Okay, am I the only one who's had major glitches nonstop with the @115888 app for the past 2 weeks?",765653,"@302988 Hey there, help has arrived. What's happening exactly? Can you let us know your device model/OS and the Spotify version you're using?",Wed Oct 11 21:50:14 +0000 2017,general_chitchat_ack
1623530,"the person I dealt with this morning from @SpotifyCares truly was amazing and their customer service impeccable 👍🏻👏🏻👌🏻🙌🏻🦋
#spotifyrocks",1623529,@497319 You've made us blush with your kinds words. Take care and...  Keep on rocking 🤘,Sun Nov 05 17:30:58 +0000 2017,general_chitchat_ack
2210986,@115888 I have an idea. Tabs like on an internet browser on the desktop version so you can easily switch between different artists.,2210985,"@391414 Hey, we can see how that’d be useful! Suggest it in our Community at  and get support from other users",Fri Nov 10 03:54:56 +0000 2017,device_platform_support
975883,"@SpotifyCares another day, another frustrating experience trying to get webplayer to work. i am very close to ending my paid service.",975881,@351439 Hey Zazzy! Can you tell us a bit more about what's going on? What browser are you using Spotify on? Let us know,Wed Oct 11 19:08:25 +0000 2017,playback_streaming_issue
1962199,"@SpotifyCares OK. If I do that, will I lose the music I've downloaded?",1962201,"@581868 You'll have to redownload your tunes after reinstalling, but it's worth a try. Would you mind giving it a shot?",Mon Oct 30 23:55:10 +0000 2017,downloads_offline_issue
57063,@SpotifyCares Tried that but none of it works. Album is Modal Soul by Nujabes in mp3 format. I can see the files in spotify but they just wont play.,57065,"@128930 Hmm. If possible, can you check if the same thing happens when using other devices?",Wed Nov 01 20:20:35 +0000 2017,playback_streaming_issue
274295,@SpotifyCares Would tweet you if I didn't try that,274296,@181536 Alright. Can you send us a screenshot showing Spotify's battery consumption on your device?,Fri Oct 06 05:49:53 +0000 2017,general_chitchat_ack
1131957,@SpotifyCares I'm using an android phone (Galaxy s6) and a Windows laptop. I can't play any needtobreathe song on either one.,1131956,"@386736 Does logging out, restarting your devices, and logging back in help at all?",Tue Oct 17 00:31:34 +0000 2017,playback_streaming_issue
1817024,@SpotifyCares,1817023,@545836 Hey! Can you let us know the email addresses on both your accounts via DM? We'll take a look backstage /RC,Mon Oct 16 10:27:24 +0000 2017,general_chitchat_ack
793407,@181186 my account was hacked and songs deleted. can you reset my account to a time before 3 days ago when the a-hole struck?,793406,"@309176 Hey Nat, we're sorry to hear that. This is something for our Accounts team. You can reach them at",Sun Oct 08 03:09:51 +0000 2017,login_account_access
1781360,"@SpotifyCares I'm getting a bunch of ""This song is not available"" blue bar warnings for many popular artists on my macOS desktop app.",1781359,"@535204 Hey there, help's here! Can you DM us your account's email address and username? We'll take a look backstage 🙂 /CG",Wed Oct 11 23:25:48 +0000 2017,content_missing_restricted
979105,Seketika semua playlist di spotify ga ke download dan kudu download satu2 dari awal. Fck.,979104,"@352200 Hey! We can help out in English via Twitter, but we also have Indonesian support via email at",Sun Oct 22 05:24:13 +0000 2017,downloads_offline_issue
2950166,@115888 hello I need support help. I can't login get this error message everytime I try forgot my password. I also can't email support unless I am logged in...makes no sense. Please help.,2950165,"@814728 Hey there, help's here! Could you DM us your account's email address and username? We'll take a look backstage /CG",Wed Nov 29 17:01:33 +0000 2017,login_account_access
2033892,@SpotifyCares need some assistance - need to reset password but do not have access to the email anymore.,2033891,@601382 Hey there! Can you DM us your account's email address? We'll take a look /RB,Wed Oct 18 22:11:28 +0000 2017,login_account_access
1029779,@SpotifyCares hey my discover weekly hasn't updated in like over a month,1029778,@363644 Hi there! Can you DM us your account's email address or username? We'll take a look backstage /NQ,Mon Oct 23 04:01:07 +0000 2017,general_chitchat_ack
1593674,"@118266 misi min, mau tanya nih, kok aku beli spotify premium buat pelajar ga bisa ya? tapi saldo di kartu debitnya berkurang",1593673,"@489787 2: to continue chatting here, just send us another DM, and we'll help out /AY",Tue Oct 17 08:45:58 +0000 2017,billing_payment_subscription
2042837,My favourite part of this is the Spotify hacker has created an email that is spotifylol+myusername. Baller.,2042836,"@170132 Hey Jo. Don't worry, we'll look into this. Can you DM us your username or email address so we can check? /JU",Wed Oct 04 22:50:03 +0000 2017,login_account_access
1798204,"On the topic of music, why the hell is “Here Comes the Boom” by Nelly not on @SpotifyCares, I need that in my playlist",1798203,"@540317 Hey Aidan! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here:",Sat Oct 14 00:15:24 +0000 2017,general_chitchat_ack
2912346,"@SpotifyCares Why is the Windows 10 Mobile app so terrible? I know next to no one uses Windows Phone, BUT I DO. 

PS: You guys know that NOT everything has to be done on the UI/Dispatcher thread right?",2912345,@806190 We hear you! We're passing on all feedback around this – thanks for sharing your thoughts,Tue Nov 28 22:27:12 +0000 2017,content_missing_restricted
